account_id,risk_level,risk_score,total_transactions,total_amount,max_transactions,unique_receivers
412129859,High,90,474,3193940.85,171450.09,41
412628593,Severe,120,503,3472342.88,267938.37,51
415148760,High,90,441,3377722.39,159529.03,40
418932499,High,90,472,4094827.26,221494.71,45
419415376,High,80,221,3062961.9,917708.8,26
420596198,Severe,120,348,2077045.94,402575.28,31
420844301,High,90,424,3805872.52,193441.79,42
421018963,Severe,120,398,4678320.91,690871.06,40
422504020,Severe,120,509,3722800.29,314002.64,46
422731263,High,90,349,3157757.02,225172.14,37
423310235,Severe,120,409,3462464.39,579267.06,41
423981011,High,90,666,5170685.17,198405.92,57
425365582,Severe,120,419,3709148.99,508269.05,39
425443673,High,90,401,3345517.73,131546.05,35
425487738,High,90,309,2373315.77,170594.45,30
425596214,High,90,678,5429232.12,195467.4,58
425739440,Severe,120,578,3961069.74,338590.95,47
426275085,Severe,120,574,4659186.72,524670.66,49
427782579,High,90,523,4144555.67,178465.58,47
428005894,Severe,120,405,3835049.63,996080.95,37
428930041,High,90,441,3738158.41,196461.06,38
430442803,Severe,120,461,3750418.86,605309.68,44
432088669,Severe,120,436,3243311.39,313869.49,41
432518499,Severe,120,635,4695975.36,375078.98,54
434351836,Severe,120,321,2006254.21,865985.88,33
435152581,Severe,120,555,5584119.76,785983.49,48
436157946,Severe,120,625,4126377.91,438464.9,53
437405628,High,80,13,1123893.25,600057.2,3
438753385,High,80,170,1084981.1,296425.65,22
440499024,Severe,120,348,3740552.48,693454.72,32
441611918,Severe,120,507,4142729.42,270644.64,45
442466642,Severe,120,571,3474432.76,407406.24,46
442639841,Severe,120,535,4727665.03,334724.09,49
443632531,High,90,548,2752509.24,108529.84,45
444095407,High,80,224,2846269.05,955120.82,24
444228137,Severe,120,334,4056040.05,908887.91,34
444303478,Severe,120,521,4321105.59,303081.85,48
444654569,Severe,120,583,4495846.75,998044.65,49
445154846,High,80,16,417843.03,307463.59,5
445220978,Severe,120,640,6078694.93,820765.48,56
445337741,High,90,343,1134383.47,166391.65,32
445529225,Severe,120,314,2915328.31,665325.99,27
446222092,High,80,147,1106554.98,680922.09,17
447333678,High,80,184,2328342.33113196,315995.94,17
447402656,High,90,361,3485571.3,155842.63,39
447568251,High,80,148,2774393.63,889545.34,14
447868461,Severe,120,476,4705222.21,262185.47,42
448328324,High,90,624,4162484.59,106197.42,55
448440641,High,80,15,570869.57,363612.9,4
449012953,High,80,170,2009049.55,490797.89,19
450395871,High,90,489,4862544.64,191510.03,45
451005814,Severe,120,497,5011083.85,648152.09,45
452153950,Severe,120,316,2027260.71,493227.73,31
453377489,Severe,120,520,4872839.51,929774.74,49
455593227,Severe,120,336,1704997.82,612799.87,33
456975181,Severe,120,447,5216620.73,512640.36,43
458136583,High,90,531,3667928.72,162215.19,47
458210749,Severe,120,377,3426446.94,394126.85,34
458252284,Severe,120,491,4375970.32,325146.08,48
459201377,High,80,11,440788.49,336673.83,3
460003950,Severe,120,375,3583175.39,371960.63,34
461573471,High,90,593,3646154.51,160524.43,52
463235183,High,90,380,3578062.8,218155.61,37
463540241,Severe,120,543,4417124.39,592494.66,50
463959924,Severe,120,323,3568326.83,818860.67,33
463973115,Severe,120,701,5541599.26,875266.31,56
464342049,Severe,120,421,3813095.43,610609.97,41
466166875,Severe,120,377,2601812.56,431517.77,34
466498973,High,80,217,1022204.77,422844.76,20
466868545,Severe,120,610,5510051.26,650164.82,55
467430414,Severe,120,422,2789795.55,477959.91,41
468194473,High,80,219,1807309.76,397802.34,21
468708643,High,90,387,2686435.66,200498.83,41
468896691,High,80,257,3878769.21,551375.01,28
469358632,Severe,120,487,4258928.22,983048.43,40
472412716,High,90,384,3118637.04,227486.16,35
474732886,Severe,120,359,5207764.29,821328.24,35
475474115,High,80,273,2620616.81,316965.09,30
476730777,Severe,120,397,3132199.45,253683.66,35
476800554,High,80,27,608423.75,320656.96,10
477738136,Severe,120,450,4172113.45,459729.93,45
477830120,High,90,435,3294356.53,228904.82,38
478240506,Severe,120,354,3975145.12,693688.09,32
478932706,Severe,120,370,2908926.61,498358.29,31
479223056,Severe,120,303,3681945.61,510513.24,30
479462521,Severe,120,648,5000674.22,252969.97,53
480172293,Severe,120,358,3279176.81,293253.02,35
480333625,High,90,485,3863976.77,202853.22,46
482504562,High,80,289,1719241.13,391207.45,31
483227701,Severe,120,512,3359691.81,481692.94,45
483243369,Severe,120,346,2354873.87,367520.23,31
483263477,Severe,120,528,3899356.2,749438.03,45
483333234,High,80,187,1484563.58,550559.21,24
485058172,High,80,299,2044065.24,586557.02,29
486934210,Severe,120,359,1478112.3646703,440592.39,33
487845226,High,80,13,993744.73,722630.37,4
487940023,Severe,120,581,6013451.66,707123.55,53
488572329,Severe,120,442,3556610.55,293334.11,43
490403176,High,90,504,2812523.88,140185.04,43
492071412,Severe,120,386,2727565.3,501709.51,38
492154092,High,80,169,1314992.06,464065.28,17
492564584,Severe,120,352,2832916.75,527757.09,32
494965333,High,80,206,838150.86,314459.64,20
495209302,Severe,120,467,3614620.4,388484.96,46
495854387,High,80,259,3203547.49,702133.69,26
497474037,High,80,156,1091204.68,285421.05,18
498422925,Severe,120,481,4244914.79,367165.39,40
498982915,High,90,346,2086691.78,145844.55,34
499665073,High,80,121,903201.46,369210.0,10
499728979,High,90,551,3843412.94,119357.54,55
501617009,High,80,122,1304692.37,328207.73,16
503103714,Severe,120,501,4331502.38,359438.97,44
503623523,Severe,120,477,2889009.31,577705.25,44
507469920,Severe,120,614,5364007.77,333826.65,57
509230869,High,80,239,2136351.14,415727.24,25
509292472,Severe,120,384,2953809.21,623647.34,34
509298138,Severe,120,344,3173309.17,295488.54,34
509619398,High,90,353,3564624.18,187542.45,35
510477471,Severe,120,351,2878926.89,406253.77,30
511144403,Severe,120,331,2038714.16,332775.42,30
511931732,Severe,120,486,5296653.74,649315.35,42
511950913,High,80,174,2080951.59,396715.83,18
512171500,High,80,298,1779087.68,483946.32,25
512443344,High,90,389,3469085.01,196264.44,36
512735624,Severe,120,586,4602622.59,502215.21,51
512760986,Severe,120,398,3755262.84,830554.81,35
513161146,High,80,11,3000360.95,804708.76,10
513593026,High,80,5,523379.91,257187.47,3
513893088,Severe,120,464,4360893.65,430085.3,44
514134449,Severe,120,510,5029793.48,387155.56,47
514736881,Severe,120,303,2313142.16,748643.45,30
515393079,Severe,120,568,4726814.79,481699.56,52
515474179,Severe,120,351,3198036.52,360322.25,34
516312453,Severe,120,373,2094154.51,504289.44,38
520215956,High,90,552,4079825.1,128823.06,51
520319977,High,80,225,2768894.53,501339.6,22
520333572,High,90,426,3962255.45,171303.17,40
520466114,Severe,120,401,3817424.34,820297.16,37
520874801,Severe,120,367,3357719.22,604578.28,35
521056212,High,80,14,717609.84,580209.91,3
522606754,Severe,120,302,2056714.5,559264.53,29
523016806,Severe,120,376,3177625.51,267710.13,37
523567863,High,80,207,976813.05,265617.98,22
524887805,High,80,253,2174663.3128758,636402.78,25
526933582,Severe,120,464,3966234.89,773047.61,47
526984742,Severe,120,416,5543970.51,981291.44,38
528298779,Severe,120,316,3418625.07,754476.96,33
528995362,Severe,120,402,2857112.57,410991.51,35
529085790,Severe,120,352,3443000.87,261760.91,32
530440100,High,90,416,3501348.31,190550.8,41
533667656,High,80,287,2906375.0,630325.99,28
535726795,High,90,365,3171944.0,216581.25,31
536845600,Severe,120,513,4456624.71,299043.33,47
538306767,High,80,100,990958.55,681881.53,14
538730932,High,90,488,3438079.82,217149.38,45
538742072,High,80,178,1657607.78,902883.36,17
538961103,Severe,120,371,4175821.51,453489.64,36
539156563,Severe,120,421,4649451.9,658022.02,36
539719163,High,80,6,445412.8,430207.58,4
539802231,Severe,120,464,3865469.14,355488.15,52
540071627,High,80,10,446940.63,324672.25,4
540379746,High,90,474,3371818.59,169677.66,43
540606298,High,80,255,3183384.18,477874.04,27
541134612,High,90,388,3664438.87,113698.35,36
541948515,High,90,325,1934872.99,220518.01,31
542793965,High,90,372,1546161.03,175620.13,32
543170866,High,80,12,594843.37,382903.83,4
543664758,High,90,361,2973233.55,175965.91,35
543848806,High,80,1,341070.01,341070.01,1
544228479,Severe,120,370,2953415.17,339293.15,35
544850473,Severe,120,372,2492973.05,514857.33,36
544852282,Severe,120,313,3104465.3,411859.07,33
544871928,High,80,206,3054348.14,492517.04,25
545219210,High,80,273,2831460.54,307929.5,22
546049908,High,80,178,1944476.68,426413.65,23
546779631,High,90,410,3060052.31,143413.06,37
546891532,Severe,120,391,3821665.02,251610.65,42
548208215,High,80,196,1793935.59,437702.0,19
548667984,High,80,15,1335463.73,865140.89,4
549900030,Severe,120,612,5517230.75,367039.56,53
550002106,Severe,120,494,3782002.3,335637.27,45
550318724,Severe,120,400,4282807.23,383636.58,36
550897426,Severe,120,315,3542611.43,676865.23,31
554089014,High,90,649,4938886.59,169689.81,56
554136849,Severe,120,466,3494178.83,354654.5,44
554241458,Severe,120,439,3944305.91,254797.79,39
555699956,Severe,120,506,3343087.87,292553.3,49
555993234,High,80,115,1113792.06,281725.71,15
556384687,Severe,120,303,3240388.13,497480.19,33
556611983,High,80,99,1079018.89,610321.52,11
557472407,High,80,255,2384023.95,970259.0,27
557565951,High,90,399,3395058.85,224363.55,37
558517306,High,80,8,632591.07,429527.54,4
558977241,Severe,120,453,5040114.08,430466.72,44
559070557,High,80,4,980975.24,546535.34,4
559298414,Severe,120,445,4570156.44,630919.37,40
559527992,High,90,491,3344039.66,214249.31,44
559985284,Severe,120,325,2951290.04,285322.79,34
560334362,Severe,120,392,3497287.3,909074.92,35
560340643,High,80,92,1443864.12,563110.03,15
560584512,High,90,462,4642840.49,100475.38,46
561664288,Severe,120,465,4298654.48,321543.54,41
562725883,High,80,199,993199.23,521629.02,19
563745820,Severe,120,317,2910926.44,406316.65,33
564346045,Severe,120,399,3579736.25,697219.32,36
565247904,High,80,5,619225.64913084,448805.81,5
566217385,High,80,177,1518007.83,297560.83,18
566452834,High,80,294,1986590.45,260292.68,26
567280264,High,80,22,593331.71,439877.62,4
568059017,Severe,120,560,3949689.21,294090.77,51
568688160,High,80,114,2627614.25,614645.97,14
569631372,Severe,120,384,4252244.93,860566.67,33
570303335,High,90,499,3563309.92,111862.91,48
570487684,Severe,120,466,3655387.97,307874.21,43
573508750,High,90,490,3039248.36,218454.88,43
575363552,High,80,12,929151.86,900728.35,3
577171151,Severe,120,349,4307162.93,362761.65,35
577476726,Severe,120,384,3384515.66,931780.31,33
577719180,Severe,120,517,3974888.61,286807.92,48
577968720,High,80,16,760945.38,709145.71,5
578373996,Severe,120,440,3364423.0,301089.57,44
579050512,High,80,194,2196721.55830038,265048.76,18
579341841,Severe,120,527,4012154.43,299344.29,50
580224729,High,80,221,1368163.83,281316.1,27
581001200,High,90,468,3515866.65,211716.11,43
583131476,Severe,120,545,3702471.99,265457.59,54
583459298,High,90,463,3860433.46,155182.95,41
584944514,High,80,9,385691.4,270099.56,3
589134497,Severe,120,380,4346024.68,676806.18,36
590162001,High,90,413,2618995.0,146184.07,44
591073496,Severe,120,631,5347015.79,642690.75,51
592122045,Severe,120,376,3261839.23,924193.58,30
593903991,Severe,120,368,3654417.71,309410.4,37
595033729,Severe,120,411,2896752.79,361002.1,40
596367731,High,90,485,4513628.02,178314.08,43
596500957,High,90,354,2277015.89,162370.27,37
596735728,Severe,120,414,3967321.43,463002.94,40
596885891,Severe,120,464,5184556.2,949565.45,40
597875276,High,80,212,2224443.88403897,273961.51,20
599326079,High,80,186,2234851.09,395414.95,16
599606329,Severe,120,405,3292133.94,471325.46,36
599836428,Severe,120,315,3103372.74,465789.74,32
600451972,High,80,197,2233109.33,595747.88,25
600799708,Severe,120,631,7480520.19,909239.71,55
602921820,High,80,161,2151272.06,313189.62,16
602952839,Severe,120,350,3225472.84,355971.83,35
602966943,High,80,14,448679.65,295169.47,5
603894773,Severe,120,566,4349665.96,387189.63,49
604317393,High,80,147,1761545.08,279694.43,15
604321999,Severe,120,547,3371728.05,295460.63,48
604439038,High,80,296,1785352.62,408456.42,32
604557497,Severe,120,328,1811609.49,648926.25,32
604583965,Severe,120,358,3300501.02,312022.85,37
605790554,Severe,120,371,2473114.1,322347.07,31
606784416,Severe,120,433,4252465.97,635435.44,43
607435652,High,90,516,3801548.01,225815.16,43
612774440,High,80,223,2292713.75,703675.11,27
614853204,High,90,325,2428562.37,215553.95,31
618248540,High,90,490,3267653.84,227441.33,43
618393484,High,90,433,3069940.23,244084.7,38
618557126,Severe,120,349,1980325.22,563574.4,37
618621750,High,90,369,1934857.91,217669.71,32
618950480,High,90,585,3503896.12,117836.0,47
619211271,High,90,542,4316780.1,187153.97,49
619496713,High,80,16,980582.37,582684.42,4
620577432,Severe,120,575,4035665.43,504689.65,50
621060264,High,80,14,721534.416908946,359801.59,6
621444843,Severe,120,474,5540177.88,955474.88,43
621483364,Severe,120,384,2967719.43,456750.49,35
622864503,Severe,120,473,4599834.08,792944.92,45
623419223,High,80,7,350725.013846738,329272.33,4
623486205,High,80,220,2505111.58,322577.46,23
624030860,Severe,120,598,6364002.37,735396.77,54
624919155,Severe,120,321,2958859.73,881705.95,32
625179101,Severe,120,428,3742170.79,733703.54,39
625522099,High,80,291,1682650.48,284114.59,34
626721844,High,80,232,1674294.18,279629.44,24
627114809,High,90,620,4052233.47,103225.23,50
629269590,High,80,135,1374813.88,634447.77,14
629563697,Severe,120,621,4975925.87,363254.77,53
630043131,Severe,120,543,4552079.93,291047.1,46
630208719,Severe,120,358,3022725.21,363557.58,37
630440228,High,90,464,4630623.27,181106.45,47
630896633,Severe,120,506,3518209.98,538372.17,45
631006594,High,90,377,2664052.12,133090.23,38
632621685,Severe,120,426,4623227.49,426558.66,38
632802566,High,80,182,1129203.67,344861.52,20
634832270,High,80,211,2889107.5,442892.55,19
636655714,High,80,248,2918198.088592,359491.96,21
637247270,High,90,342,2819200.26,170203.45,34
637505175,High,80,297,2409646.26,547705.86,28
637737742,High,90,651,4094046.74,181357.97,58
638609608,High,90,350,2620771.43,121166.91,31
638744905,High,80,27,656653.37,562446.21,4
640282923,High,90,357,2136206.27,158443.72,31
642436468,High,90,614,3705317.29,148658.77,54
642459990,Severe,120,420,3856160.63,448682.26,38
642491773,Severe,120,413,4003276.25,500595.16,34
643064610,High,90,521,3446238.48,243500.65,44
643167594,Severe,120,341,2590609.04,265510.46,33
643954739,High,80,8,333468.18,277363.53,6
644865846,Severe,120,576,4537518.28,274429.7,48
645979663,High,80,5,667480.62,487932.62,3
646128722,Severe,120,536,5096480.24,496586.94,49
646547103,High,90,387,2895769.3,140952.76,38
648042519,High,90,545,4863094.53,140301.86,46
648231879,High,80,4,362194.25,313583.06,3
648385159,High,80,267,2707895.44,412208.31,26
649073516,Severe,120,499,3865643.31,500709.77,45
651175428,High,90,492,2882387.46,140489.82,44
652443743,Severe,120,436,2765398.83,655851.75,39
652857885,High,80,127,1034706.5,283999.23,17
654541182,High,90,426,3212558.6,199556.01,36
655591526,High,80,2,365401.01,347267.68,2
656179058,Severe,120,322,2948373.29,260421.58,32
657085491,Severe,120,445,3885933.2,358453.13,40
660435409,Severe,120,591,4258967.47,275090.85,49
661411667,Severe,120,302,2736130.28,661213.49,30
661435528,High,80,155,1504048.55,658954.01,22
662304005,Severe,120,346,3876621.69,254460.02,30
662732976,High,80,141,1390448.66,402394.59,17
664039674,High,80,6,468236.31,353875.71,5
664620969,High,80,274,2820839.09,413205.76,31
664706842,Severe,120,521,3927232.86,252126.18,45
665026751,High,90,422,3367827.98,105913.7,40
668478072,Severe,120,361,3135994.49,690279.81,32
670003264,High,80,259,2007238.7,381161.64,30
670403118,High,90,322,2449952.95,170702.9,30
670416409,Severe,120,529,3861372.35,281913.87,49
671335523,Severe,120,448,4062250.38,280769.36,42
671683678,Severe,120,489,3425997.21,331389.43,45
673499913,High,80,285,3511391.72,391739.92,25
674433873,Severe,120,351,3827836.76,333117.12,36
675153685,High,80,7,439636.9,320685.07,4
675669049,High,80,109,1315354.86,313549.86,14
675888108,Severe,120,633,4287142.21,268747.95,54
676384195,High,80,159,2289294.75,547402.11,16
677914604,Severe,120,528,3970155.27,321880.16,52
678613457,High,90,569,4335998.45,176698.15,53
678733743,Severe,120,366,2599831.03,517615.83,32
679769191,High,90,385,1604130.89,234113.54,38
682459853,Severe,120,360,2526929.6,554217.74,34
682933128,High,90,505,3813302.57,194907.44,44
683996664,Severe,120,598,5191615.17,453295.21,53
684403303,High,80,241,2674533.64718109,275630.1,23
685351636,Severe,120,376,1802738.12,444682.89,37
685646855,High,90,362,3050111.35,147945.96,34
685687321,High,80,229,1533338.39,626667.2,19
685933721,Severe,120,386,4605027.79,848126.84,34
685984605,High,80,164,1312731.59,267708.66,18
687218984,High,80,282,2866449.56494449,453052.44,30
687534291,High,80,266,2126008.74,717225.55,26
688017328,Severe,120,356,3239638.69,350222.75,32
691471728,Severe,120,368,3787748.91,694970.09,33
691874982,Severe,120,396,2903596.22,765444.37,33
693077767,Severe,120,310,2772935.28,574472.67,27
